,episode_reward_max,episode_reward_min,AverageEpRet,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,timesteps_this_iter,TotalEnvInteracts,done,episodes_total,Epoch,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,hist_stats/episode_reward,hist_stats/episode_lengths,sampler_perf/mean_raw_obs_processing_ms,sampler_perf/mean_inference_ms,sampler_perf/mean_action_processing_ms,sampler_perf/mean_env_wait_ms,sampler_perf/mean_env_render_ms,timers/sample_time_ms,timers/sample_throughput,timers/load_time_ms,timers/load_throughput,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,info/learner/default_policy/learner_stats/cur_kl_coeff,info/learner/default_policy/learner_stats/cur_lr,info/learner/default_policy/learner_stats/total_loss,info/learner/default_policy/learner_stats/policy_loss,info/learner/default_policy/learner_stats/vf_loss,info/learner/default_policy/learner_stats/vf_explained_var,info/learner/default_policy/learner_stats/kl,info/learner/default_policy/learner_stats/entropy,info/learner/default_policy/learner_stats/entropy_coeff
0,-252.5590359993686,-390.1812464741542,-339.4591577216519,1000.0,4,2,4000,0,4000,False,4,1,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-02,1642420202,3.7196662425994873,3.7196662425994873,382945,alfabotek,192.168.1.103,3.7196662425994873,0,1,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647]","[1000, 1000, 1000, 1000]",0.0558427308333748,0.6135210640605601,0.0689574207799664,0.0985333587097442,0.0,5361.12,746.113,0.222,18020640.172,1996.277,2003.73,1.023,4000,4000,4000,4000,33.18333333333333,21.85,0.2000000029802322,4.999999873689376e-05,535.1713,-0.013167694,535.1827,-0.030330174,0.009158762,8.512522,0.0
1,-252.5590359993686,-390.1812464741542,-342.64988939117427,1000.0,4,2,8000,0,8000,False,8,2,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-06,1642420206,3.441656827926636,7.161323070526123,382945,alfabotek,192.168.1.103,7.161323070526123,0,2,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0556731897010261,0.6076737394736584,0.0687385842375918,0.0983004306960132,0.0,4529.418,883.116,0.204,19611006.429,1871.78,2137.004,1.051,8000,8000,8000,8000,31.380000000000003,22.1,0.2000000029802322,4.999999873689376e-05,454.50464,-0.027561104,454.5299,-0.14086562,0.011599241,8.49821,0.0
2,-252.5590359993686,-393.52935757812907,-343.24336640535427,1000.0,4,2,12000,0,12000,False,12,3,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-09,1642420209,3.247537851333618,10.40886092185974,382945,alfabotek,192.168.1.103,10.40886092185974,0,3,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0549939397140321,0.5980824254922802,0.067959364522816,0.0971573956391546,0.0,4113.529,972.401,0.196,20385438.639,1820.687,2196.973,1.057,12000,12000,12000,12000,25.2,23.0,0.2000000029802322,4.999999873689376e-05,389.92972,-0.021210657,389.94885,-0.023045857,0.010390734,8.471395,0.0
3,-252.5590359993686,-393.52935757812907,-345.4871100120019,1000.0,4,2,16000,0,16000,False,16,4,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-13,1642420213,3.403684377670288,13.81254529953003,382945,alfabotek,192.168.1.103,13.81254529953003,0,4,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0544812133346473,0.5908242237764278,0.067348285294368,0.0962641809419995,0.0,3898.011,1026.164,0.198,20189188.929,1834.696,2180.197,1.04,16000,16000,16000,16000,30.160000000000004,22.32,0.2000000029802322,4.999999873689376e-05,412.44937,-0.019588096,412.46652,-0.122326635,0.01209612,8.436507,0.0
4,-252.5590359993686,-393.52935757812907,-344.95576633025166,1000.0,4,2,20000,0,20000,False,20,5,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-16,1642420216,3.575590848922729,17.38813614845276,382945,alfabotek,192.168.1.103,17.38813614845276,0,5,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477, -348.65793605966735, -365.5110650623221, -376.2012283870319, -280.9513369039828]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0541502440964297,0.5862528227620952,0.0669802071385782,0.0956989057574785,0.0,3813.625,1048.871,0.199,20068440.191,1864.296,2145.582,1.021,20000,20000,20000,20000,35.32,21.16,0.2000000029802322,4.999999873689376e-05,206.08559,-0.014854469,206.09843,-0.01412392,0.0100052,8.374202,0.0
5,-252.5590359993686,-393.52935757812907,-337.4090894087614,1000.0,4,2,24000,0,24000,False,24,6,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-20,1642420220,3.601933240890503,20.99006938934326,382945,alfabotek,192.168.1.103,20.99006938934326,0,6,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477, -348.65793605966735, -365.5110650623221, -376.2012283870319, -280.9513369039828, -312.2612437436193, -264.3400532941967, -298.74747079874516, -323.3540513686797]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0539506459413121,0.5834514354599883,0.0667418956931538,0.0953472741830614,0.0,3779.512,1058.338,0.212,18875547.722,1883.615,2123.576,1.022,24000,24000,24000,24000,34.739999999999995,20.8,0.2000000029802322,4.999999873689376e-05,200.47588,-0.023474637,200.49721,-0.009654138,0.010741338,8.367684,0.0
6,-252.5590359993686,-393.52935757812907,-340.3254795468929,1000.0,4,2,28000,0,28000,False,28,7,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-23,1642420223,3.6503570079803462,24.64042639732361,382945,alfabotek,192.168.1.103,24.64042639732361,0,7,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477, -348.65793605966735, -365.5110650623221, -376.2012283870319, -280.9513369039828, -312.2612437436193, -264.3400532941967, -298.74747079874516, -323.3540513686797, -372.4540795337695, -337.983771464211, -364.04569408973373, -356.81173641501266]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0538140186782251,0.5814092079231699,0.0665777899501987,0.0951011032614066,0.0,3754.603,1065.359,0.208,19214743.455,1905.119,2099.607,1.038,28000,28000,28000,28000,34.78333333333333,20.8,0.2000000029802322,4.999999873689376e-05,137.80069,-0.017420381,137.81602,-0.048600253,0.0104343565,8.338798,0.0
7,-252.5590359993686,-494.38920594398974,-344.3834156230064,1000.0,4,2,32000,0,32000,False,32,8,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-27,1642420227,3.581407070159912,28.22183346748352,382945,alfabotek,192.168.1.103,28.22183346748352,0,8,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477, -348.65793605966735, -365.5110650623221, -376.2012283870319, -280.9513369039828, -312.2612437436193, -264.3400532941967, -298.74747079874516, -323.3540513686797, -372.4540795337695, -337.983771464211, -364.04569408973373, -356.81173641501266, -314.0734849140749, -301.7419353093432, -494.38920594398974, -380.9512464557938]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0537176665776958,0.5799900307371543,0.0664667001709024,0.0949273556139388,0.0,3745.377,1067.983,0.21,19021786.848,1909.852,2094.403,1.048,32000,32000,32000,32000,35.9,20.8,0.2000000029802322,4.999999873689376e-05,227.74086,-0.024281505,227.7629,-0.03969168,0.011259149,8.309244,0.0
8,-210.35447095549875,-494.38920594398974,-336.8953421485941,1000.0,4,2,36000,0,36000,False,36,9,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-31,1642420231,3.5676136016845703,31.78944706916809,382945,alfabotek,192.168.1.103,31.78944706916809,0,9,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477, -348.65793605966735, -365.5110650623221, -376.2012283870319, -280.9513369039828, -312.2612437436193, -264.3400532941967, -298.74747079874516, -323.3540513686797, -372.4540795337695, -337.983771464211, -364.04569408973373, -356.81173641501266, -314.0734849140749, -301.7419353093432, -494.38920594398974, -380.9512464557938, -320.0965028640574, -289.2286740469757, -210.35447095549875, -288.2833695466538]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0536496749413071,0.5789649896950742,0.0663890240093974,0.0948089512710307,0.0,3727.488,1073.109,0.209,19181268.293,1912.402,2091.61,1.06,36000,36000,36000,36000,34.14,20.8,0.2000000029802322,4.999999873689376e-05,204.27403,-0.017383998,204.28932,-0.06864317,0.01052416,8.260075,0.0
9,-210.35447095549875,-494.38920594398974,-334.20203375129284,1000.0,4,2,40000,0,40000,False,40,10,default,62723cb94cd140d1adf29030b59b3093,2022-01-17_12-50-34,1642420234,3.530147790908813,35.319594860076904,382945,alfabotek,192.168.1.103,35.319594860076904,0,10,"[-359.3620683831199, -252.5590359993686, -390.1812464741542, -355.7342800299647, -372.1912726684719, -379.17333284807495, -291.17149229669604, -340.82638642954436, -393.52935757812907, -365.9535768937203, -274.7899179339228, -343.44842932908483, -354.92872521032854, -390.57761846539626, -381.7558837038688, -281.61113594818477, -348.65793605966735, -365.5110650623221, -376.2012283870319, -280.9513369039828, -312.2612437436193, -264.3400532941967, -298.74747079874516, -323.3540513686797, -372.4540795337695, -337.983771464211, -364.04569408973373, -356.81173641501266, -314.0734849140749, -301.7419353093432, -494.38920594398974, -380.9512464557938, -320.0965028640574, -289.2286740469757, -210.35447095549875, -288.2833695466538, -351.79948292103245, -267.8110996594186, -274.46245017015247, -345.77599995172056]","[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000]",0.0535953856359919,0.5781231646995172,0.0663279526452277,0.0947163959310398,0.0,3708.853,1078.5,0.21,19086707.622,1913.972,2089.894,1.071,40000,40000,40000,40000,35.120000000000005,20.8,0.2000000029802322,4.999999873689376e-05,150.63281,-0.020898413,150.65149,-0.08867243,0.011092918,8.168711,0.0
